Date,Ticker,Low,High,Prev. Close
3/31/2026,NFLX ,89,94,93
3/31/2026,TSLA ,350,384,355
3/31/2026,NVDA ,162,177,165
3/31/2026,ORCL ,134,152,139
4/1/2026,MSFT ,350,389,370
4/1/2026,AAPL ,244,256,254
4/1/2026,AMZN ,197,214,208
4/1/2026,META ,515,599,572
4/1/2026,GOOGL ,266,299,288
4/1/2026,NFLX ,92,98,96
4/1/2026,TSLA ,351,386,372
4/1/2026,NVDA ,164,178,174
4/1/2026,ORCL ,136,154,147
4/2/2026,MSFT ,351,385,369
4/2/2026,AAPL ,244,256,256
4/2/2026,AMZN ,197,214,211
4/2/2026,META ,517,595,579
4/2/2026,GOOGL ,267,301,297
4/2/2026,NFLX ,91,98,96
4/2/2026,TSLA ,352,388,381
4/2/2026,NVDA ,163,178,176
4/2/2026,ORCL ,136,151,145
4/6/2026,MSFT ,353,385,373
4/6/2026,AAPL ,245,258,256
4/6/2026,AMZN ,198,216,210
4/6/2026,META ,517,603,574
4/6/2026,GOOGL ,268,301,296
4/6/2026,NFLX ,93,100,99
4/6/2026,TSLA ,350,386,361
4/6/2026,NVDA ,163,180,177
4/6/2026,ORCL ,136,152,146
4/7/2026,MSFT ,354,382,373
4/7/2026,AAPL ,245,261,259
4/7/2026,AMZN ,198,216,213
4/7/2026,META ,511,600,573
4/7/2026,GOOGL ,270,307,300
4/7/2026,NFLX ,93,100,99
4/7/2026,TSLA ,342,381,353
4/7/2026,NVDA ,164,180,178
4/7/2026,ORCL ,136,151,146
4/8/2026,MSFT ,355,392,372
4/8/2026,AAPL ,245,263,254
4/8/2026,AMZN ,198,225,214
4/8/2026,META ,521,627,575
4/8/2026,GOOGL ,288,324,305
4/8/2026,NFLX ,93,100,99
4/8/2026,TSLA ,339,385,347
4/8/2026,NVDA ,165,186,178
4/8/2026,ORCL ,137,162,143
4/9/2026,MSFT ,355,381,374
4/9/2026,AAPL ,246,262,259
4/9/2026,AMZN ,199,224,221
4/9/2026,META ,516,621,612
4/9/2026,GOOGL ,292,323,317
4/9/2026,NFLX ,93,102,99
4/9/2026,TSLA ,332,380,343
4/9/2026,NVDA ,165,185,182
4/9/2026,ORCL ,137,152,143
4/10/2026,MSFT ,355,382,373
4/10/2026,AAPL ,246,264,260
4/10/2026,AMZN ,202,240,234
4/10/2026,META ,519,637,628
4/10/2026,GOOGL ,296,329,318
4/10/2026,NFLX ,93,102,102
4/10/2026,TSLA ,332,375,346
4/10/2026,NVDA ,165,188,184
4/10/2026,ORCL ,134,147,138
4/13/2026,MSFT ,355,381,371
4/13/2026,AAPL ,245,264,260
4/13/2026,AMZN ,211,240,238
4/13/2026,META ,526,637,630
4/13/2026,GOOGL ,299,330,317
4/13/2026,NFLX ,93,105,103
4/13/2026,TSLA ,330,373,349
4/13/2026,NVDA ,165,190,189
4/13/2026,ORCL ,134,147,138
4/14/2026,MSFT ,360,390,384
4/14/2026,AAPL ,250,264,259
4/14/2026,AMZN ,219,247,240
4/14/2026,META ,541,651,635
4/14/2026,GOOGL ,303,332,321
4/14/2026,NFLX ,94,106,103
4/14/2026,TSLA ,330,375,352
4/14/2026,NVDA ,172,192,189
4/14/2026,ORCL ,136,162,156
4/15/2026,MSFT ,360,399,393
4/15/2026,AAPL ,251,263,259
4/15/2026,AMZN ,221,255,249
4/15/2026,META ,547,673,662
4/15/2026,GOOGL ,306,336,333
4/15/2026,NFLX ,95,111,106
4/15/2026,TSLA ,331,376,364
4/15/2026,NVDA ,181,199,197
4/15/2026,ORCL ,135,165,163
4/16/2026,MSFT ,351,415,411
4/16/2026,AAPL ,253,271,266
4/16/2026,AMZN ,227,259,249
4/16/2026,META ,550,689,672
4/16/2026,GOOGL ,311,344,337
4/16/2026,NFLX ,96,116,108
4/16/2026,TSLA ,341,399,392
4/16/2026,NVDA ,182,202,199
4/16/2026,ORCL ,133,171,170
4/17/2026,MSFT ,353,425,420
4/17/2026,AAPL ,253,269,263
4/17/2026,AMZN ,233,263,250
4/17/2026,META ,570,703,677
4/17/2026,GOOGL ,311,347,336
4/17/2026,NFLX ,95,110,108
4/17/2026,TSLA ,342,398,389
4/17/2026,NVDA ,183,204,198
4/17/2026,ORCL ,130,182,178
4/20/2026,MSFT ,351,433,423
4/20/2026,AAPL ,256,274,270
4/20/2026,AMZN ,236,264,251
4/20/2026,META ,624,713,689
4/20/2026,GOOGL ,313,350,342
4/20/2026,NFLX ,94,108,97
4/20/2026,TSLA ,343,410,401
4/20/2026,NVDA ,185,207,202
4/20/2026,ORCL ,131,182,175
4/21/2026,MSFT ,356,437,418
4/21/2026,AAPL ,261,275,273
4/21/2026,AMZN ,227,262,248
4/21/2026,META ,627,705,671
4/21/2026,GOOGL ,315,349,337
4/21/2026,NFLX ,90,101,95
4/21/2026,TSLA ,343,401,393
4/21/2026,NVDA ,189,207,202
4/21/2026,ORCL ,133,185,178
4/22/2026,MSFT ,390,449,424
4/22/2026,AAPL ,261,274,266
4/22/2026,AMZN ,234,260,250
4/22/2026,META ,629,703,669
4/22/2026,GOOGL ,317,349,332
4/22/2026,NFLX ,89,99,93
4/22/2026,TSLA ,343,400,386
4/22/2026,NVDA ,189,207,200
4/22/2026,ORCL ,157,197,181
4/23/2026,MSFT ,397,449,433
4/23/2026,AAPL ,263,277,273
4/23/2026,AMZN ,239,260,255
4/23/2026,META ,633,703,675
4/23/2026,GOOGL ,322,350,339
4/23/2026,NFLX ,87,99,93
4/23/2026,TSLA ,343,399,388
4/23/2026,NVDA ,190,207,203
4/23/2026,ORCL ,159,200,188
4/24/2026,MSFT ,385,445,416
4/24/2026,AAPL ,263,279,273
4/24/2026,AMZN ,243,260,255
4/24/2026,META ,634,697,659
4/24/2026,GOOGL ,322,348,339
4/24/2026,NFLX ,85,98,93
4/24/2026,TSLA ,349,396,374
4/24/2026,NVDA ,192,206,200
4/24/2026,ORCL ,154,187,176
4/27/2026,MSFT ,395,443,425
4/27/2026,AAPL ,262,279,271
4/27/2026,AMZN ,246,266,264
4/27/2026,META ,639,695,675
4/27/2026,GOOGL ,330,350,344
4/27/2026,NFLX ,85,97,92
4/27/2026,TSLA ,353,396,376
4/27/2026,NVDA ,195,212,208
4/27/2026,ORCL ,162,187,173
4/28/2026,MSFT ,402,435,425
4/28/2026,AAPL ,262,277,268
4/28/2026,AMZN ,244,266,261
4/28/2026,META ,651,690,679
4/28/2026,GOOGL ,332,355,350
4/28/2026,NFLX ,84,96,91
4/28/2026,TSLA ,359,395,379
4/28/2026,NVDA ,203,219,217
4/28/2026,ORCL ,162,185,173
4/29/2026,MSFT ,404,443,429
4/29/2026,AAPL ,263,278,271
4/29/2026,AMZN ,245,267,260
4/29/2026,META ,655,690,671
4/29/2026,GOOGL ,332,354,350
4/29/2026,NFLX ,84,97,92
4/29/2026,TSLA ,365,394,376
4/29/2026,NVDA ,204,220,213
4/29/2026,ORCL ,160,177,166
4/30/2026,MSFT ,399,430,424
4/30/2026,AAPL ,263,277,270
4/30/2026,AMZN ,255,279,263
4/30/2026,META ,591,678,669
4/30/2026,GOOGL ,343,375,350
4/30/2026,NFLX ,86,96,92
4/30/2026,TSLA ,361,393,373
4/30/2026,NVDA ,200,219,209
4/30/2026,ORCL ,158,174,164
5/1/2026,MSFT ,402,429,408
5/1/2026,AAPL ,267,284,271
5/1/2026,AMZN ,252,271,265
5/1/2026,META ,580,664,612
5/1/2026,GOOGL ,348,388,385
5/1/2026,NFLX ,88,95,94
5/1/2026,TSLA ,364,393,382
5/1/2026,NVDA ,195,218,200
5/1/2026,ORCL ,156,173,161
5/4/2026,MSFT ,404,429,414
5/4/2026,AAPL ,267,284,280
5/4/2026,AMZN ,255,274,268
5/4/2026,META ,590,657,609
5/4/2026,GOOGL ,352,392,386
5/4/2026,NFLX ,89,94,92
5/4/2026,TSLA ,365,394,391
5/4/2026,NVDA ,195,218,198
5/4/2026,ORCL ,157,187,172
5/5/2026,MSFT ,404,428,414
5/5/2026,AAPL ,270,282,277
5/5/2026,AMZN ,259,276,272
5/5/2026,META ,590,651,610
5/5/2026,GOOGL ,359,399,383
5/5/2026,NFLX ,89,94,91
5/5/2026,TSLA ,365,398,393
5/5/2026,NVDA ,195,217,198
5/5/2026,ORCL ,165,187,180
5/6/2026,MSFT ,402,428,411
5/6/2026,AAPL ,273,287,284
5/6/2026,AMZN ,262,278,274
5/6/2026,META ,580,642,605
5/6/2026,GOOGL ,364,405,388
5/6/2026,NFLX ,85,93,88
5/6/2026,TSLA ,364,398,389
5/6/2026,NVDA ,194,219,197
5/6/2026,ORCL ,169,189,185
5/7/2026,MSFT ,405,429,414
5/7/2026,AAPL ,276,290,288
5/7/2026,AMZN ,265,279,275
5/7/2026,META ,576,641,613
5/7/2026,GOOGL ,370,412,398
5/7/2026,NFLX ,85,93,88
5/7/2026,TSLA ,369,405,399
5/7/2026,NVDA ,197,221,208
5/7/2026,ORCL ,174,196,194
5/8/2026,MSFT ,403,430,421
5/8/2026,AAPL ,278,293,287
5/8/2026,AMZN ,261,279,271
5/8/2026,META ,570,639,617
5/8/2026,GOOGL ,375,417,398
5/8/2026,NFLX ,85,93,88
5/8/2026,TSLA ,385,415,412
5/8/2026,NVDA ,198,220,212
5/8/2026,ORCL ,177,201,195
5/11/2026,MSFT ,402,428,415
5/11/2026,AAPL ,280,296,293
5/11/2026,AMZN ,260,280,273
5/11/2026,META ,572,637,610
5/11/2026,GOOGL ,375,419,401
5/11/2026,NFLX ,83,93,87
5/11/2026,TSLA ,387,431,428
5/11/2026,NVDA ,199,221,215
5/11/2026,ORCL ,172,207,196
5/12/2026,MSFT ,402,423,413
5/12/2026,AAPL ,280,300,293
5/12/2026,AMZN ,261,278,269
5/12/2026,META ,573,629,599
5/12/2026,GOOGL ,370,415,389
5/12/2026,NFLX ,82,91,85
5/12/2026,TSLA ,396,450,445
5/12/2026,NVDA ,200,225,219
5/12/2026,ORCL ,175,210,194
5/13/2026,MSFT ,401,421,408
5/13/2026,AAPL ,284,301,295
5/13/2026,AMZN ,261,278,266
5/13/2026,META ,585,627,603
5/13/2026,GOOGL ,375,405,387
5/13/2026,NFLX ,83,92,88
5/13/2026,TSLA ,405,450,433
5/13/2026,NVDA ,206,227,221
5/13/2026,ORCL ,174,208,187
5/14/2026,MSFT ,401,420,405
5/14/2026,AAPL ,287,305,299
5/14/2026,AMZN ,265,279,270
5/14/2026,META ,595,627,617
5/14/2026,GOOGL ,387,410,403
5/14/2026,NFLX ,83,92,88
5/14/2026,TSLA ,414,460,445
5/14/2026,NVDA ,211,235,226
5/14/2026,ORCL ,176,204,190
5/15/2026,MSFT ,401,422,409
5/15/2026,AAPL ,290,305,298
5/15/2026,AMZN ,263,277,267
5/15/2026,META ,595,626,618
5/15/2026,GOOGL ,382,409,401
5/15/2026,NFLX ,84,91,87
5/15/2026,TSLA ,400,465,443
5/15/2026,NVDA ,216,240,236
5/15/2026,ORCL ,179,204,196
5/18/2026,MSFT ,404,425,422
5/18/2026,AAPL ,291,305,300
5/18/2026,AMZN ,260,277,264
5/18/2026,META ,595,626,614
5/18/2026,GOOGL ,383,410,397
5/18/2026,NFLX ,84,90,87
5/18/2026,TSLA ,400,445,422
5/18/2026,NVDA ,215,240,225
5/18/2026,ORCL ,182,200,193
5/19/2026,MSFT ,401,428,424
5/19/2026,AAPL ,291,304,298
5/19/2026,AMZN ,259,276,265
5/19/2026,META ,595,624,611
5/19/2026,GOOGL ,384,408,397
5/19/2026,NFLX ,84,90,90
5/19/2026,TSLA ,395,445,410
5/19/2026,NVDA ,216,239,222
5/19/2026,ORCL ,183,199,187
5/20/2026,MSFT ,401,424,417
5/20/2026,AAPL ,290,305,299
5/20/2026,AMZN ,257,275,259
5/20/2026,META ,591,624,603
5/20/2026,GOOGL ,382,406,388
5/20/2026,NFLX ,84,91,89
5/20/2026,TSLA ,394,427,404
5/20/2026,NVDA ,210,240,221
5/20/2026,ORCL ,178,196,181
5/21/2026,MSFT ,402,429,421
5/21/2026,AAPL ,293,306,302
5/21/2026,AMZN ,258,274,265
5/21/2026,META ,591,623,605
5/21/2026,GOOGL ,382,408,389
5/21/2026,NFLX ,84,90,88
5/21/2026,TSLA ,400,445,417
5/21/2026,NVDA ,216,235,223
5/21/2026,ORCL ,179,200,188
5/22/2026,MSFT ,400,428,419
5/22/2026,AAPL ,293,307,305
5/22/2026,AMZN ,259,274,268
5/22/2026,META ,593,624,607
5/22/2026,GOOGL ,380,405,388
5/22/2026,NFLX ,84,91,89
5/22/2026,TSLA ,396,445,418
5/22/2026,NVDA ,213,234,220
5/22/2026,ORCL ,180,198,190
5/26/2026,MSFT ,401,428,419
5/26/2026,AAPL ,299,311,309
5/26/2026,AMZN ,260,273,266
5/26/2026,META ,595,622,610
5/26/2026,GOOGL ,378,404,383
5/26/2026,NFLX ,84,90,89
5/26/2026,TSLA ,401,450,426
5/26/2026,NVDA ,211,234,215
5/26/2026,ORCL ,182,198,192
5/27/2026,MSFT ,400,422,416
5/27/2026,AAPL ,300,315,308
5/27/2026,AMZN ,258,273,265
5/27/2026,META ,598,623,612
5/27/2026,GOOGL ,378,408,389
5/27/2026,NFLX ,84,89,88
5/27/2026,TSLA ,408,453,434
5/27/2026,NVDA ,210,235,215
5/27/2026,ORCL ,182,199,193
5/28/2026,MSFT ,402,422,413
5/28/2026,AAPL ,301,315,311
5/28/2026,AMZN ,259,274,272
5/28/2026,META ,594,639,635
5/28/2026,GOOGL ,378,404,389
5/28/2026,NFLX ,84,89,87
5/28/2026,TSLA ,410,450,440
5/28/2026,NVDA ,209,235,213
5/28/2026,ORCL ,181,199,191
5/29/2026,MSFT ,410,431,427
5/29/2026,AAPL ,303,316,313
5/29/2026,AMZN ,261,276,274
5/29/2026,META ,601,640,635
5/29/2026,GOOGL ,380,403,390
5/29/2026,NFLX ,83,88,86
5/29/2026,TSLA ,415,450,442
5/29/2026,NVDA ,209,229,214
5/29/2026,ORCL ,185,206,204
6/1/2026,MSFT ,415,455,450
6/1/2026,AAPL ,304,318,312
6/1/2026,AMZN ,262,277,271
6/1/2026,META ,593,644,633
6/1/2026,GOOGL ,375,403,380
6/1/2026,NFLX ,84,89,86
6/1/2026,TSLA ,415,452,436
6/1/2026,NVDA ,206,227,211
6/1/2026,ORCL ,188,230,226
6/2/2026,MSFT ,419,466,461
6/2/2026,AAPL ,300,317,306
6/2/2026,AMZN ,258,277,261
6/2/2026,META ,584,630,600
6/2/2026,GOOGL ,372,395,376
6/2/2026,NFLX ,84,89,86
6/2/2026,TSLA ,402,445,416
6/2/2026,NVDA ,207,230,224
6/2/2026,ORCL ,201,254,248
6/3/2026,MSFT ,412,460,441
6/3/2026,AAPL ,301,319,315
6/3/2026,AMZN ,251,275,257
6/3/2026,META ,582,635,598
6/3/2026,GOOGL ,358,394,362
6/3/2026,NFLX ,81,88,83
6/3/2026,TSLA ,406,445,424
6/3/2026,NVDA ,211,230,223
6/3/2026,ORCL ,207,255,245
6/4/2026,MSFT ,410,460,427
6/4/2026,AAPL ,301,317,310
6/4/2026,AMZN ,245,274,250
6/4/2026,META ,585,635,623
6/4/2026,GOOGL ,355,400,359
6/4/2026,NFLX ,79,87,82
6/4/2026,TSLA ,408,446,424
6/4/2026,NVDA ,207,228,215
6/4/2026,ORCL ,209,255,230
6/5/2026,MSFT ,405,460,428
6/5/2026,AAPL ,303,317,311
6/5/2026,AMZN ,245,275,254
6/5/2026,META ,590,635,628
6/5/2026,GOOGL ,355,400,372
6/5/2026,NFLX ,79,87,82
6/5/2026,TSLA ,409,445,418
6/5/2026,NVDA ,207,226,219
6/5/2026,ORCL ,202,264,236
6/8/2026,MSFT ,398,432,417
6/8/2026,AAPL ,301,317,307
6/8/2026,AMZN ,240,275,246
6/8/2026,META ,577,626,593
6/8/2026,GOOGL ,353,402,369
6/8/2026,NFLX ,78,87,82
6/8/2026,TSLA ,375,425,391
6/8/2026,NVDA ,202,227,205
6/8/2026,ORCL ,200,248,214
6/9/2026,MSFT ,395,431,412
6/9/2026,AAPL ,298,316,302
6/9/2026,AMZN ,236,260,245
6/9/2026,META ,575,627,585
6/9/2026,GOOGL ,347,399,363
6/9/2026,NFLX ,78,86,83
6/9/2026,TSLA ,385,422,409
6/9/2026,NVDA ,200,225,209
6/9/2026,ORCL ,187,248,212
6/11/2026,MSFT ,384,420,397
6/11/2026,AAPL ,293,316,292
6/11/2026,AMZN ,229,256,238
6/11/2026,META ,559,611,571
6/11/2026,GOOGL ,347,380,356
6/11/2026,NFLX ,77,86,82
6/11/2026,TSLA ,367,410,382
6/11/2026,NVDA ,195,218,200
6/11/2026,ORCL ,161,224,201
6/12/2026,MSFT ,375,420,390
6/12/2026,AAPL ,285,320,296
6/12/2026,AMZN ,231,255,242
6/12/2026,META ,555,611,568
6/12/2026,GOOGL ,347,378,358
6/12/2026,NFLX ,77,86,81
6/12/2026,TSLA ,372,425,399
6/12/2026,NVDA ,195,224,205
6/12/2026,ORCL ,167,218,184
6/15/2026,MSFT ,376,416,391
6/15/2026,AAPL ,281,314,291
6/15/2026,AMZN ,231,254,239
6/15/2026,META ,548,604,567
6/15/2026,GOOGL ,348,374,360
6/15/2026,NFLX ,78,85,80
6/15/2026,TSLA ,380,425,406
6/15/2026,NVDA ,197,225,205
6/15/2026,ORCL ,170,212,184
6/16/2026,MSFT ,379,415,400
6/16/2026,AAPL ,284,315,296
6/16/2026,AMZN ,233,253,246
6/16/2026,META ,548,625,593
6/16/2026,GOOGL ,355,376,369
6/16/2026,NFLX ,79,85,82
6/16/2026,TSLA ,378,424,411
6/16/2026,NVDA ,201,222,212
6/16/2026,ORCL ,170,208,193
6/17/2026,MSFT ,376,414,394
6/17/2026,AAPL ,283,313,299
6/17/2026,AMZN ,233,252,246
6/17/2026,META ,550,625,600
6/17/2026,GOOGL ,354,376,373
6/17/2026,NFLX ,7,82,79
6/17/2026,TSLA ,375,415,405
6/17/2026,NVDA ,197,219,207
6/17/2026,ORCL ,168,199,188
6/18/2026,MSFT ,372,409,379
6/18/2026,AAPL ,285,309,296
6/18/2026,AMZN ,233,251,238
6/18/2026,META ,552,599,568
6/18/2026,GOOGL ,352,376,364
6/18/2026,NFLX ,74,82,77
6/18/2026,TSLA ,375,411,396
6/18/2026,NVDA ,198,214,205
6/18/2026,ORCL ,170,198,184
6/22/2026,MSFT ,370,407,379
6/22/2026,AAPL ,287,305,298
6/22/2026,AMZN ,234,251,244
6/22/2026,META ,553,599,577
6/22/2026,GOOGL ,350,377,368
6/22/2026,NFLX ,74,82,77
6/22/2026,TSLA ,379,415,400
6/22/2026,NVDA ,200,215,211
6/22/2026,ORCL ,171,199,184
6/23/2026,MSFT ,364,399,367
6/23/2026,AAPL ,287,303,297
6/23/2026,AMZN ,229,245,233
6/23/2026,META ,550,596,564
6/23/2026,GOOGL ,343,368,350
6/23/2026,NFLX ,70,79,73
6/23/2026,TSLA ,381,415,405
6/23/2026,NVDA ,198,214,209
6/23/2026,ORCL ,167,195,175
6/24/2026,MSFT ,363,398,374
6/24/2026,AAPL ,288,301,294
6/24/2026,AMZN ,227,244,234
6/24/2026,META ,545,593,562
6/24/2026,GOOGL ,341,367,346
6/24/2026,NFLX ,70,79,73
6/24/2026,TSLA ,375,405,382
6/24/2026,NVDA ,195,210,200
6/24/2026,ORCL ,162,188,165
6/25/2026,MSFT ,356,382,365
6/25/2026,AAPL ,288,301,293
6/25/2026,AMZN ,226,247,234
6/25/2026,META ,543,591,558
6/25/2026,GOOGL ,338,365,345
6/25/2026,NFLX ,68,77,72
6/25/2026,TSLA ,367,401,376
6/25/2026,NVDA ,195,211,199
6/25/2026,ORCL ,155,180,158
6/26/2026,MSFT ,347,378,353
6/26/2026,AAPL ,270,293,275
6/26/2026,AMZN ,224,243,227
6/26/2026,META ,532,571,543
6/26/2026,GOOGL ,334,363,344
6/26/2026,NFLX ,66,75,71
6/26/2026,TSLA ,365,395,375
6/26/2026,NVDA ,191,207,196
6/26/2026,ORCL ,145,175,152
6/29/2026,MSFT ,348,394,373
6/29/2026,AAPL ,275,294,284
6/29/2026,AMZN ,222,243,233
6/29/2026,META ,532,584,550
6/29/2026,GOOGL ,329,361,337
6/29/2026,NFLX ,66,77,74
6/29/2026,TSLA ,365,399,380
6/29/2026,NVDA ,188,206,193
6/29/2026,ORCL ,139,172,149
6/30/2026,MSFT ,350,385,369
6/30/2026,AAPL ,269,292,282
6/30/2026,AMZN ,223,244,240
6/30/2026,META ,531,582,563
6/30/2026,GOOGL ,330,370,354
6/30/2026,NFLX ,68,77,74
6/30/2026,TSLA ,374,420,412
6/30/2026,NVDA ,188,205,195
6/30/2026,ORCL ,135,167,148
7/1/2026,MSFT ,352,383,373
7/1/2026,AAPL ,272,293,289
7/1/2026,AMZN ,225,244,238
7/1/2026,META ,540,580,563
7/1/2026,GOOGL ,335,371,357
7/1/2026,NFLX ,68,75,71
7/1/2026,TSLA ,374,425,421
7/1/2026,NVDA ,188,206,200
7/1/2026,ORCL ,132,162,147
7/2/2026,MSFT ,352,390,384
7/2/2026,AAPL ,275,299,294
7/2/2026,AMZN ,223,246,242
7/2/2026,META ,530,625,613
7/2/2026,GOOGL ,337,373,361
7/2/2026,NFLX ,68,76,74
7/2/2026,TSLA ,375,435,425
7/2/2026,NVDA ,186,205,198
7/2/2026,ORCL ,129,158,143
7/6/2026,MSFT ,352,394,390
7/6/2026,AAPL ,284,312,309
7/6/2026,AMZN ,225,246,243
7/6/2026,META ,529,613,583
7/6/2026,GOOGL ,335,369,360
7/6/2026,NFLX ,68,79,78
7/6/2026,TSLA ,351,425,393
7/6/2026,NVDA ,187,204,195
7/6/2026,ORCL ,130,158,140
7/7/2026,MSFT ,350,390,387
7/7/2026,AAPL ,285,315,313
7/7/2026,AMZN ,225,248,244
7/7/2026,META ,526,613,600
7/7/2026,GOOGL ,337,373,366
7/7/2026,NFLX ,68,78,76
7/7/2026,TSLA ,360,427,420
7/7/2026,NVDA ,188,202,196
7/7/2026,ORCL ,132,156,144
7/8/2026,MSFT ,350,395,389
7/8/2026,AAPL ,286,315,311
7/8/2026,AMZN ,226,249,246
7/8/2026,META ,542,639,616
7/8/2026,GOOGL ,334,375,367
7/8/2026,NFLX ,68,78,76
7/8/2026,TSLA ,360,419,403
7/8/2026,NVDA ,189,201,197
7/8/2026,ORCL ,134,156,142
7/9/2026,MSFT ,353,395,383
7/9/2026,AAPL ,297,326,313
7/9/2026,AMZN ,227,250,244
7/9/2026,META ,542,634,603
7/9/2026,GOOGL ,338,377,362
7/9/2026,NFLX ,71,79,76
7/9/2026,TSLA ,365,420,394
7/9/2026,NVDA ,191,208,204
7/9/2026,ORCL ,133,151,140
7/10/2026,MSFT ,361,396,384
7/10/2026,AAPL ,299,330,316
7/10/2026,AMZN ,230,253,247
7/10/2026,META ,575,649,631
7/10/2026,GOOGL ,339,375,359
7/10/2026,NFLX ,71,79,75
7/10/2026,TSLA ,374,435,407
7/10/2026,NVDA ,190,207,203
7/10/2026,ORCL ,135,151,144
